"title";"uri";"id";"uri_data_http://dbpedia.org/ontology/releaseDate";"uri_data_http://dbpedia.org/ontology/Work/runtime";"uri_data_http://dbpedia.org/ontology/wikiPageRevisionID";"uri_data_http://dbpedia.org/ontology/runtime";"uri_data_http://dbpedia.org/ontology/budget";"uri_data_http://dbpedia.org/ontology/wikiPageID";"uri_data_http://dbpedia.org/ontology/gross"
"Happy Gilmore (1996)";"http://dbpedia.org/resource/Happy_Gilmore";104.0;2/16/96 12:00 AM;92.0;6.04591194E8;5520.0;1.8E7;400797.0;4.1205099E7
"Arsenic and Old Lace (1944)";"http://dbpedia.org/resource/Arsenic_and_Old_Lace_(film)";1269.0;;118.0;6.04464047E8;7080.0;1120175.0;787704.0;
"Unforgettable (1996)";"http://dbpedia.org/resource/Unforgettable_(film)";103.0;2/23/96 12:00 AM;117.0;5.91870377E8;7020.0;1.8E7;3356006.0;2821671.0
"Pump Up the Volume (1990)";"http://dbpedia.org/resource/Pump_Up_the_Volume_(film)";1268.0;8/22/90 12:00 AM;105.0;6.04097631E8;6300.0;;1563060.0;1.1541758E7
"Mr. Wrong (1996)";"http://dbpedia.org/resource/Mr._Wrong";102.0;;;5.88799173E8;;1.9E7;7517898.0;1.235003E7
"Miracle on 34th Street (1947)";"http://dbpedia.org/resource/Miracle_on_34th_Street";2398.0;;96.0;6.02634279E8;5760.0;630000.0;80523.0;3150000.0
"Manchurian Candidate, The (1962)";"http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)";1267.0;;126.0;6.04746492E8;7560.0;2200000.0;58147.0;1.0474179E7
"Bottle Rocket (1996)";"http://dbpedia.org/resource/Bottle_Rocket";101.0;;92.0;6.03359982E8;5520.0;7000000.0;524139.0;560069.0
"Santa Claus: The Movie (1985)";"http://dbpedia.org/resource/Santa_Claus:_The_Movie";2399.0;11/27/85 12:00 AM;108.0;6.04469499E8;6480.0;30.0;2406759.0;2.3717291E7
"Unforgiven (1992)";"http://dbpedia.org/resource/Unforgiven";1266.0;;131.0;6.04700838E8;7860.0;1.44E7;133574.0;1.59157447E8
"City Hall (1996)";"http://dbpedia.org/resource/City_Hall_(film)";100.0;;111.0;6.0397424E8;6660.0;4.0E7;1031157.0;2.0340204E7
"Groundhog Day (1993)";"http://dbpedia.org/resource/Groundhog_Day_(film)";1265.0;2/12/93 12:00 AM;101.0;6.0611737E8;6060.0;1.46E7;142327.0;7.0906973E7
"Mass Appeal (1984)";"http://dbpedia.org/resource/Mass_Appeal_(film)";2397.0;;99.0;6.0657835E8;5940.0;;2.1777123E7;1945658.0
"Great Escape, The (1963)";"http://dbpedia.org/resource/The_Great_Escape_(film)";1262.0;;165.0;6.06378829E8;9900.0;3800000.0;181229.0;1.1744471E7
"Shakespeare in Love (1998)";"http://dbpedia.org/resource/Shakespeare_in_Love";2396.0;;123.0;6.06699768E8;7380.0;2.5E7;88075.0;2.89317794E8
"Deer Hunter, The (1978)";"http://dbpedia.org/resource/The_Deer_Hunter";1263.0;;183.0;6.06760861E8;10980.0;1.5E7;73425.0;5.0E7
"Rushmore (1998)";"http://dbpedia.org/resource/Rushmore_(film)";2395.0;;93.0;6.04312517E8;5580.0;2.0E7;407351.0;1.7105219E7
"Diva (1981)";"http://dbpedia.org/resource/Diva_(1981_film)";1264.0;;117.0;6.00343283E8;7020.0;;3.0874145E7;2678103.0
"Prince of Egypt, The (1998)";"http://dbpedia.org/resource/The_Prince_of_Egypt";2394.0;;98.0;6.06399453E8;5880.0;7.0E7;465470.0;2.18613188E8
"Star Trek: Insurrection (1998)";"http://dbpedia.org/resource/Star_Trek:_Insurrection";2393.0;;103.0;6.05772108E8;6180.0;5.8E7;157239.0;1.12587658E8
"Jack Frost (1998)";"http://dbpedia.org/resource/Jack_Frost_(1998_film)";2392.0;12/11/98 12:00 AM;101.0;6.0026418E8;6060.0;8.5E7;2171715.0;3.4562556E7
"M (1931)";"http://dbpedia.org/resource/M_(1931_film)";1260.0;;111.0;6.05197402E8;6660.0;;66322.0;
"Little Voice (1998)";"http://dbpedia.org/resource/Little_Voice_(film)";2390.0;;96.0;6.04849009E8;5760.0;;2193494.0;4611784.0
"Stand by Me (1986)";"http://dbpedia.org/resource/Stand_by_Me_(film)";1259.0;8/8/86 12:00 AM;88.0;6.06659477E8;5280.0;8000000.0;87983.0;5.2287414E7
"Shining, The (1980)";"http://dbpedia.org/resource/The_Shining_(film)";1258.0;;119.0;6.06428184E8;7140.0;1.9E7;1186616.0;4.4360123E7
"Bad Taste (1987)";"http://dbpedia.org/resource/Bad_Taste";1255.0;;92.0;5.92945622E8;5520.0;;534751.0;
"Psycho (1998)";"http://dbpedia.org/resource/Psycho_(1998_film)";2389.0;;104.0;6.06469964E8;6240.0;6.0E7;4578695.0;3.714113E7
"Treasure of the Sierra Madre, The (1948)";"http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_(film)";1254.0;;126.0;6.06343184E8;7560.0;3000000.0;1.1088642E7;4307000.0
"Better Off Dead... (1985)";"http://dbpedia.org/resource/Better_Off_Dead_(film)";1257.0;;97.0;6.06480338E8;5820.0;;915306.0;1.0297601E7
"Very Bad Things (1998)";"http://dbpedia.org/resource/Very_Bad_Things";2387.0;11/27/98 12:00 AM;100.0;6.05059693E8;6000.0;1.0E7;1589300.0;9900000.0
"Duck Soup (1933)";"http://dbpedia.org/resource/Duck_Soup_(1933_film)";1256.0;;68.0;6.04241917E8;4080.0;;73440.0;
"Day the Earth Stood Still, The (1951)";"http://dbpedia.org/resource/The_Day_the_Earth_Stood_Still";1253.0;;92.0;6.03030703E8;5520.0;995000.0;73422.0;1850000.0
"Chinatown (1974)";"http://dbpedia.org/resource/Chinatown_(1974_film)";1252.0;;131.0;6.05673013E8;7860.0;6000000.0;68092.0;2.92E7
"Bridge on the River Kwai, The (1957)";"http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai";1250.0;;161.0;6.05196682E8;9660.0;2840000.0;42856.0;3.06E7
"Miller's Crossing (1990)";"http://dbpedia.org/resource/Miller's_Crossing";1245.0;;115.0;6.03958294E8;6900.0;1.4E7;55495.0;5080409.0
"Dead Poets Society (1989)";"http://dbpedia.org/resource/Dead_Poets_Society";1246.0;;128.0;6.06425559E8;7680.0;1.64E7;129493.0;2.35860116E8
"Rosencrantz and Guildenstern Are Dead (1990)";"http://dbpedia.org/resource/Rosencrantz_&_Guildenstern_Are_Dead_(film)";1243.0;;118.0;6.05210861E8;7080.0;;1.0087485E7;739104.0
"Manhattan (1979)";"http://dbpedia.org/resource/Manhattan_(film)";1244.0;;96.0;6.0593233E8;5760.0;9000000.0;74930.0;3.994678E7
"Graduate, The (1967)";"http://dbpedia.org/resource/The_Graduate";1247.0;;105.0;6.06286963E8;6300.0;3000000.0;29942.0;1.04901839E8
"Touch of Evil (1958)";"http://dbpedia.org/resource/Touch_of_Evil";1248.0;5/21/58 12:00 AM;108.0;6.05931947E8;5700.0;829000.0;63504.0;2237659.0
"Terminator, The (1984)";"http://dbpedia.org/resource/The_Terminator";1240.0;;108.0;6.0611692E8;6480.0;6400000.0;30327.0;7.83712E7
"Glory (1989)";"http://dbpedia.org/resource/Glory_(1989_film)";1242.0;;122.0;6.06728241E8;7320.0;1.8E7;509676.0;2.6828365E7
"Braindead (1992)";"http://dbpedia.org/resource/Braindead_(film)";1241.0;;103.0;6.0600976E8;6180.0;3000000.0;142588.0;1870578.0
"Stalker (1979)";"http://dbpedia.org/resource/Stalker_(1979_film)";1232.0;;163.0;6.05286894E8;9780.0;;286266.0;
"Sting, The (1973)";"http://dbpedia.org/resource/The_Sting";1234.0;;129.0;6.0160704E8;7740.0;5500000.0;62440.0;1.59616327E8
"Harold and Maude (1971)";"http://dbpedia.org/resource/Harold_and_Maude";1235.0;;91.0;6.05835536E8;5460.0;1200000.0;13290.0;
"Trust (1990)";"http://dbpedia.org/resource/Trust_(1990_film)";1236.0;;107.0;5.88618993E8;6420.0;;4056928.0;
"Local Hero (1983)";"http://dbpedia.org/resource/Local_Hero";1238.0;;111.0;6.05338264E8;6660.0;3080000.0;242104.0;5895761.0
"Right Stuff, The (1983)";"http://dbpedia.org/resource/The_Right_Stuff_(film)";1231.0;;192.0;6.06099991E8;11520.0;19.0;113442.0;2.1192102E7
"Annie Hall (1977)";"http://dbpedia.org/resource/Annie_Hall";1230.0;;93.0;6.05071083E8;5580.0;4000000.0;66870.0;3.8251425E7
"Once Upon a Time in America (1984)";"http://dbpedia.org/resource/Once_Upon_a_Time_in_America";1227.0;;139.0;6.04925974E8;8340.0;3.0E7;442308.0;5321508.0
"Raging Bull (1980)";"http://dbpedia.org/resource/Raging_Bull";1228.0;;129.0;6.03110274E8;7740.0;1.8E7;25506.0;2.3380203E7
"Amadeus (1984)";"http://dbpedia.org/resource/Amadeus_(film)";1225.0;;161.0;6.06481166E8;9660.0;1.8E7;1065214.0;5.1973029E7
"Quiet Man, The (1952)";"http://dbpedia.org/resource/The_Quiet_Man";1226.0;7/21/52 12:00 AM;129.0;6.05817754E8;7740.0;1750000.0;70428.0;3200000.0
"Henry V (1989)";"http://dbpedia.org/resource/Henry_V_(1989_film)";1224.0;;137.0;6.0577006E8;8220.0;9000000.0;171005.0;1.0161099E7
"Godfather: Part II, The (1974)";"http://dbpedia.org/resource/The_Godfather_Part_II";1221.0;;200.0;6.06619463E8;12000.0;1.3E7;73875.0;5.73E7
"Full Metal Jacket (1987)";"http://dbpedia.org/resource/Full_Metal_Jacket";1222.0;;116.0;6.0423759E8;6960.0;3.0E7;11701.0;4.63E7
"Blues Brothers, The (1980)";"http://dbpedia.org/resource/The_Blues_Brothers_(film)";1220.0;;133.0;6.06557925E8;7980.0;3.0E7;4558294.0;1.1522989E8
"Alien (1979)";"http://dbpedia.org/resource/Alien_(film)";1214.0;;117.0;6.06734725E8;7020.0;1.1E7;2.348744E7;1.04931801E8
"Army of Darkness (1993)";"http://dbpedia.org/resource/Army_of_Darkness";1215.0;;80.0;6.01141925E8;4800.0;1.3E7;3217.0;2.1502796E7
"Ran (1985)";"http://dbpedia.org/resource/Ran_(film)";1217.0;;162.0;6.04817566E8;9720.0;1.2E7;75984.0;
"Star Wars: Episode VI - Return of the Jedi (1983)";"http://dbpedia.org/resource/Star_Wars_Episode_VI:_Return_of_the_Jedi";1210.0;;;5.91119584E8;;;4.166304E7;
"Third Man, The (1949)";"http://dbpedia.org/resource/The_Third_Man";1212.0;;104.0;6.04747814E8;6240.0;;71473.0;277549.0
"GoodFellas (1990)";"http://dbpedia.org/resource/Goodfellas";1213.0;;146.0;6.06576613E8;8760.0;2.5E7;64394.0;4.6836394E7
"Rear Window (1954)";"http://dbpedia.org/resource/Rear_Window";904.0;;112.0;6.06695089E8;6720.0;1000000.0;74577.0;3.6764313E7
"Vertigo (1958)";"http://dbpedia.org/resource/Vertigo_(film)";903.0;;128.0;6.06104832E8;7680.0;2479000.0;76617.0;1.4E7
"Gaslight (1944)";"http://dbpedia.org/resource/Gaslight_(1944_film)";906.0;;114.0;6.05400277E8;6840.0;2068000.0;2279601.0;4613000.0
"It Happened One Night (1934)";"http://dbpedia.org/resource/It_Happened_One_Night";905.0;;105.0;6.06367042E8;6300.0;325000.0;44696.0;2000000.0
"Psycho (1960)";"http://dbpedia.org/resource/Psycho_(film)";1219.0;;;5.96123325E8;;;4.1984661E7;
"Breakfast at Tiffany's (1961)";"http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)";902.0;;115.0;6.04391314E8;6900.0;2500000.0;51906.0;1.4E7
"Funny Face (1957)";"http://dbpedia.org/resource/Funny_Face";901.0;;103.0;6.0220554E8;6180.0;3000000.0;472870.0;2500000.0
"Arrival, The (1996)";"http://dbpedia.org/resource/The_Arrival_(film)";748.0;5/31/96 12:00 AM;115.0;6.0288164E8;6900.0;2.5E7;4260551.0;1.4031906E7
"Stupids, The (1996)";"http://dbpedia.org/resource/The_Stupids_(film)";747.0;;94.0;6.04595879E8;5640.0;2.5E7;6934510.0;2491989.0
"Force of Evil (1948)";"http://dbpedia.org/resource/Force_of_Evil";746.0;;78.0;6.00465441E8;4680.0;;73475.0;1165000.0
"Man from Down Under, The (1943)";"http://dbpedia.org/resource/The_Man_from_Down_Under";749.0;;103.0;5.95064851E8;6180.0;954000.0;2.7348158E7;1070000.0
"Spy Hard (1996)";"http://dbpedia.org/resource/Spy_Hard";743.0;;81.0;6.02076813E8;4860.0;1.8E7;2043990.0;2.6960191E7
"Thinner (1996)";"http://dbpedia.org/resource/Thinner_(film)";742.0;10/25/96 12:00 AM;92.0;6.04648308E8;5520.0;1.4E7;3434688.0;1.5315484E7
"Getting Away With Murder (1996)";"http://dbpedia.org/resource/Getting_Away_with_Murder_(film)";734.0;4/12/96 12:00 AM;92.0;6.01086772E8;5520.0;;6900343.0;
"Barb Wire (1996)";"http://dbpedia.org/resource/Barb_Wire_(film)";737.0;;98.0;5.80904877E8;5880.0;9000000.0;4506211.0;3793614.0
"Twister (1996)";"http://dbpedia.org/resource/Twister_(1996_film)";736.0;;113.0;6.05619039E8;6780.0;9.2E7;303933.0;4.94471524E8
"Heaven's Prisoners (1996)";"http://dbpedia.org/resource/Heaven's_Prisoners";731.0;;132.0;5.95703929E8;7920.0;2.5E7;3569886.0;5009305.0
"Low Life, The (1994)";"http://dbpedia.org/resource/The_Low_Life";730.0;;98.0;5.72446281E8;5880.0;;1.9951068E7;
"Rock, The (1996)";"http://dbpedia.org/resource/The_Rock_(film)";733.0;;136.0;6.0626525E8;8160.0;7.5E7;29785.0;3.35062621E8
"Original Gangstas (1996)";"http://dbpedia.org/resource/Original_Gangstas";732.0;5/10/96 12:00 AM;99.0;6.02783124E8;5940.0;3600000.0;2082449.0;
"Cold Comfort Farm (1995)";"http://dbpedia.org/resource/Cold_Comfort_Farm_(film)";728.0;;95.0;6.0289923E8;5700.0;;2.2342877E7;5682429.0
"Last Dance (1996)";"http://dbpedia.org/resource/Last_Dance_(1996_film)";726.0;;103.0;5.75317825E8;6180.0;;2861237.0;5939449.0
"Great White Hype, The (1996)";"http://dbpedia.org/resource/The_Great_White_Hype";725.0;5/3/96 12:00 AM;91.0;5.98151441E8;5460.0;;675878.0;8008255.0
"Craft, The (1996)";"http://dbpedia.org/resource/The_Craft_(film)";724.0;5/3/96 12:00 AM;101.0;6.06669107E8;6060.0;1.5E7;86533.0;5.5669466E7
"Two Friends (1986)";"http://dbpedia.org/resource/Two_Friends_(film)";723.0;;76.0;5.66743294E8;4560.0;;2.3640672E7;
"Wallace & Gromit: The Best of Aardman Animation (1996)";"http://dbpedia.org/resource/Wallace_&_Gromit:_The_Best_of_Aardman_Animation";720.0;;;5.98991654E8;;;3790416.0;
"Oliver & Company (1988)";"http://dbpedia.org/resource/Oliver_&_Company";709.0;;73.0;6.05792636E8;4380.0;;348979.0;7.4151346E7
"Switchblade Sisters (1975)";"http://dbpedia.org/resource/Switchblade_Sisters";716.0;;91.0;6.01532607E8;5460.0;320000.0;7937736.0;
"Multiplicity (1996)";"http://dbpedia.org/resource/Multiplicity_(film)";719.0;7/17/96 12:00 AM;117.0;5.99370261E8;7020.0;4.5E7;736200.0;2.1075014E7
"Captives (1994)";"http://dbpedia.org/resource/Captives";712.0;9/11/94 12:00 AM;100.0;6.03501683E8;6000.0;;1.1358526E7;
"Dead Man (1995)";"http://dbpedia.org/resource/Dead_Man";714.0;;121.0;6.04276699E8;7260.0;9000000.0;113651.0;1025488.0
"Flipper (1996)";"http://dbpedia.org/resource/Flipper_(1996_film)";711.0;5/17/96 12:00 AM;95.0;6.06532999E8;5700.0;2.5E7;1342884.0;2.008002E7
"Celtic Pride (1996)";"http://dbpedia.org/resource/Celtic_Pride";710.0;4/19/96 12:00 AM;91.0;5.87961774E8;5460.0;;476640.0;9255027.0
"Angus (1995)";"http://dbpedia.org/resource/Angus_(film)";700.0;9/15/95 12:00 AM;87.0;6.06420707E8;5220.0;1500000.0;950245.0;4821759.0
"Boys (1996)";"http://dbpedia.org/resource/Boys_(1996_film)";703.0;5/10/96 12:00 AM;86.0;5.60108854E8;5160.0;;5391207.0;516350.0
"Quest, The (1996)";"http://dbpedia.org/resource/The_Quest_(film)";704.0;;95.0;6.04710089E8;5700.0;3.0E7;2116383.0;5.7400547E7
"Daens (1992)";"http://dbpedia.org/resource/Daens_(film)";701.0;;138.0;6.0555724E8;8280.0;;4985824.0;
"Faces (1968)";"http://dbpedia.org/resource/Faces_(film)";702.0;;130.0;5.79180546E8;7800.0;275000.0;274097.0;
"Mulholland Falls (1996)";"http://dbpedia.org/resource/Mulholland_Falls";707.0;;107.0;6.01241179E8;6420.0;2.9E7;2771118.0;1.1526099E7
"Truth About Cats & Dogs, The (1996)";"http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs";708.0;;97.0;5.90663259E8;5820.0;;706370.0;3.4073143E7
"Cosi (1996)";"http://dbpedia.org/resource/Cosi_(film)";705.0;3/28/96 12:00 AM;100.0;5.99764274E8;6000.0;3500000.0;2.849231E7;2896980.0
"Sunset Park (1996)";"http://dbpedia.org/resource/Sunset_Park_(film)";706.0;4/26/96 12:00 AM;99.0;5.95405589E8;5940.0;;7093500.0;
"Lawrence of Arabia (1962)";"http://dbpedia.org/resource/Lawrence_of_Arabia_(film)";1204.0;;222.0;6.06180811E8;13320.0;1.5E7;43452.0;7.0E7
"12 Angry Men (1957)";"http://dbpedia.org/resource/12_Angry_Men_(1957_film)";1203.0;;96.0;6.06567899E8;5760.0;340000.0;92605.0;1000000.0
"Transformers: The Movie, The (1986)";"http://dbpedia.org/resource/The_Transformers:_The_Movie";1205.0;;84.0;6.0424252E8;5040.0;6000000.0;76515.0;5849647.0
"Aliens (1986)";"http://dbpedia.org/resource/Aliens_(film)";1200.0;;137.0;6.06180198E8;8220.0;1.85E7;213472.0;1.31060248E8
"Withnail and I (1987)";"http://dbpedia.org/resource/Withnail_and_I";1202.0;;107.0;6.06626697E8;6420.0;1100000.0;343404.0;1544889.0
"Apocalypse Now (1979)";"http://dbpedia.org/resource/Apocalypse_Now";1208.0;;153.0;6.06219513E8;9180.0;3.15E7;1.8951054E7;1.5E8
"To Kill a Mockingbird (1962)";"http://dbpedia.org/resource/To_Kill_a_Mockingbird_(film)";1207.0;12/25/62 12:00 AM;128.0;6.00622002E8;7680.0;2000000.0;4607980.0;1.5062211E7
"Once Upon a Time in the West (1969)";"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West";1209.0;;166.0;6.02736471E8;9960.0;5000000.0;284676.0;5321508.0
"Morning After, The (1986)";"http://dbpedia.org/resource/The_Morning_After_(1986_film)";2749.0;;103.0;6.06094967E8;6180.0;1.3E7;246556.0;2.5147055E7
"Little Shop of Horrors, The (1960)";"http://dbpedia.org/resource/The_Little_Shop_of_Horrors";2747.0;;73.0;6.04969429E8;4380.0;28000.0;325206.0;
"Bone Collector, The (1999)";"http://dbpedia.org/resource/The_Bone_Collector";3005.0;11/5/99 12:00 AM;118.0;6.04552412E8;7080.0;7.3E7;2023704.0;1.51493655E8
"Devil Rides Out, The (1968)";"http://dbpedia.org/resource/The_Devil_Rides_Out_(film)";3875.0;;95.0;6.05384592E8;5700.0;285000.0;1.3861681E7;
"No Mercy (1986)";"http://dbpedia.org/resource/No_Mercy_(film)";2741.0;12/19/86 12:00 AM;106.0;6.04367878E8;6360.0;;4038581.0;1.2303904E7
"Insider, The (1999)";"http://dbpedia.org/resource/The_Insider_(film)";3006.0;;157.0;6.06652648E8;9420.0;9.0E7;142469.0;6.0289912E7
"Suddenly, Last Summer (1959)";"http://dbpedia.org/resource/Suddenly,_Last_Summer_(film)";3872.0;;114.0;6.00536597E8;6840.0;3000000.0;7771844.0;6375000.0
"Cat Ballou (1965)";"http://dbpedia.org/resource/Cat_Ballou";3873.0;6/24/65 12:00 AM;97.0;6.01713419E8;5820.0;;161882.0;2.0666667E7
"Bachelor, The (1999)";"http://dbpedia.org/resource/The_Bachelor_(1999_film)";3004.0;11/5/99 12:00 AM;101.0;5.82013731E8;6060.0;5.1E7;3755662.0;3.6911617E7
"Little Shop of Horrors (1986)";"http://dbpedia.org/resource/Little_Shop_of_Horrors_(film)";2746.0;;103.0;6.06704753E8;5640.0;2.5E7;3447166.0;3.8748395E7
"Art of War, The (2000)";"http://dbpedia.org/resource/The_Art_of_War_(film)";3879.0;8/25/00 12:00 AM;117.0;5.99421707E8;7020.0;6.0E7;1826578.0;4.0400425E7
"Mission, The (1986)";"http://dbpedia.org/resource/The_Mission_(1986_film)";2745.0;;126.0;6.06691257E8;7560.0;1.6498E7;525486.0;1.7218023E7
"Jerry & Tom (1998)";"http://dbpedia.org/resource/Jerry_and_Tom";3876.0;12/4/98 12:00 AM;107.0;5.88803944E8;6420.0;;2.5513462E7;
"Otello (1986)";"http://dbpedia.org/resource/Otello_(1986_film)";2744.0;8/28/86 12:00 AM;122.0;5.6592238E8;7320.0;;1.3638226E7;
"American Movie (1999)";"http://dbpedia.org/resource/American_Movie";3007.0;11/5/99 12:00 AM;107.0;5.9783036E8;6420.0;;163388.0;
"Supergirl (1984)";"http://dbpedia.org/resource/Supergirl_(film)";3877.0;;124.0;6.01889847E8;7440.0;3.5E7;1616817.0;1.4296438E7
"Native Son (1986)";"http://dbpedia.org/resource/Native_Son_(film)";2743.0;;;5.9360554E8;;;4.1803166E7;
"Last Night (1998)";"http://dbpedia.org/resource/Last_Night_(1998_film)";3008.0;;95.0;5.97982828E8;5700.0;2300000.0;2053414.0;591165.0
"Bring It On (2000)";"http://dbpedia.org/resource/Bring_It_On_(film)";3882.0;;98.0;6.03940009E8;5880.0;2.8E7;766887.0;9.0449929E7
"Bride of Re-Animator (1990)";"http://dbpedia.org/resource/Bride_of_Re-Animator";3013.0;;96.0;5.99229857E8;5760.0;;1336108.0;
"Bittersweet Motel (2000)";"http://dbpedia.org/resource/Bittersweet_Motel";3881.0;8/25/00 12:00 AM;82.0;6.01681176E8;4920.0;;3494315.0;
"Battling Butler (1926)";"http://dbpedia.org/resource/Battling_Butler";3012.0;;71.0;6.03684472E8;4260.0;;9463801.0;
"They Shoot Horses, Don't They? (1969)";"http://dbpedia.org/resource/They_Shoot_Horses,_Don't_They%3F_(film)";3011.0;;120.0;6.03064692E8;7200.0;4860000.0;217776.0;1.26E7
"Rosetta (1999)";"http://dbpedia.org/resource/Rosetta_(film)";3010.0;9/22/99 12:00 AM;93.0;5.94163211E8;5580.0;;1695586.0;266665.0
"Dick (1999)";"http://dbpedia.org/resource/Dick_(film)";2759.0;8/4/99 12:00 AM;94.0;6.0432421E8;5640.0;;2.1200382E7;
"Plenty (1985)";"http://dbpedia.org/resource/Plenty_(film)";2758.0;;121.0;5.711798E8;7260.0;;3066519.0;6148000.0
"Catfish in Black Bean Sauce (2000)";"http://dbpedia.org/resource/Catfish_in_Black_Bean_Sauce";3883.0;6/9/00 12:00 AM;119.0;5.79181208E8;7140.0;;2.2399999E7;
"From the Hip (1987)";"http://dbpedia.org/resource/From_the_Hip_(film)";2751.0;;111.0;6.05107943E8;6660.0;1.4E7;1.6023028E7;9518342.0
"Crew, The (2000)";"http://dbpedia.org/resource/The_Crew_(2000_film)";3884.0;8/25/00 12:00 AM;87.0;6.06285269E8;5220.0;2.3E7;6443785.0;1.3019253E7
"Radio Days (1987)";"http://dbpedia.org/resource/Radio_Days";2750.0;1/30/87 12:00 AM;85.0;6.04912238E8;5100.0;1.6E7;2421467.0;1.4792779E7
"Love & Sex (2000)";"http://dbpedia.org/resource/Love_&_Sex";3885.0;;82.0;5.93878925E8;4920.0;;8258100.0;543896.0
"Bedroom Window, The (1987)";"http://dbpedia.org/resource/The_Bedroom_Window";2753.0;1/16/87 12:00 AM;112.0;5.9974802E8;6720.0;;3761238.0;1.2640385E7
"Steal This Movie! (2000)";"http://dbpedia.org/resource/Steal_This_Movie!";3886.0;;107.0;5.78758445E8;6420.0;;1602740.0;
"Outrageous Fortune (1987)";"http://dbpedia.org/resource/Outrageous_Fortune_(film)";2752.0;;100.0;6.01486405E8;6000.0;2.5E7;1848371.0;6.5864741E7
"Went to Coney Island on a Mission From God... Be Back by Five (1998)";"http://dbpedia.org/resource/Went_to_Coney_Island_on_a_Mission_from_God..._Be_Back_by_Five";3887.0;4/18/98 12:00 AM;94.0;5.9085745E8;5640.0;;2.4645176E7;15970.0
"Light of Day (1987)";"http://dbpedia.org/resource/Light_of_Day";2755.0;2/6/87 12:00 AM;107.0;5.86026401E8;6420.0;;2037403.0;1.049E7
"Skipped Parts (2000)";"http://dbpedia.org/resource/Skipped_Parts";3888.0;;100.0;5.78403929E8;6000.0;;3748842.0;
"Deadtime Stories (1987)";"http://dbpedia.org/resource/Deadtime_Stories_(film)";2754.0;11/28/86 12:00 AM;93.0;5.7549638E8;5580.0;;2.6723415E7;2750741.0
"Highlander: Endgame (2000)";"http://dbpedia.org/resource/Highlander:_Endgame";3889.0;9/1/00 12:00 AM;101.0;5.97626871E8;5220.0;15.0;3407587.0;1.5843608E7
"Frances (1982)";"http://dbpedia.org/resource/Frances";2757.0;;;5.98396153E8;;;4.1165517E7;
"Wanted: Dead or Alive (1987)";"http://dbpedia.org/resource/Wanted:_Dead_or_Alive_(film)";2756.0;;;5.64123303E8;;;3.9954613E7;
"Turn It Up (2000)";"http://dbpedia.org/resource/Turn_It_Up_(film)";3891.0;;86.0;6.0680542E8;5160.0;1.3E7;1.3799441E7;1247949.0
"Back Stage (2000)";"http://dbpedia.org/resource/Back_Stage_(1919_film)";3890.0;9/7/19 12:00 AM;26.0;5.44649648E8;1560.0;;8875652.0;
"Nurse Betty (2000)";"http://dbpedia.org/resource/Nurse_Betty";3893.0;;105.0;6.06409581E8;6300.0;2.5E7;733818.0;2.93604E7
"Suburbans, The (1999)";"http://dbpedia.org/resource/The_Suburbans";3001.0;10/29/99 12:00 AM;81.0;5.99501103E8;4860.0;;3053795.0;
"Yards, The (1999)";"http://dbpedia.org/resource/The_Yards";2769.0;;115.0;5.94017066E8;6900.0;2.4E7;565758.0;889352.0
"Stiff Upper Lips (1998)";"http://dbpedia.org/resource/Stiff_Upper_Lips";2768.0;;;5.57336837E8;;;8191093.0;
"Illuminata (1998)";"http://dbpedia.org/resource/Illuminata_(film)";2767.0;5/21/98 12:00 AM;119.0;6.04814122E8;7140.0;;1.5316917E7;
"Bait (2000)";"http://dbpedia.org/resource/Bait_(2000_film)";3898.0;9/15/00 12:00 AM;119.0;6.0374793E8;7140.0;5.1E7;4405535.0;1.5471969E7
"Adventures of Sebastian Cole, The (1998)";"http://dbpedia.org/resource/The_Adventures_of_Sebastian_Cole";2766.0;;96.0;5.91877453E8;5760.0;;4335073.0;100841.0
"Nighthawks (1981)";"http://dbpedia.org/resource/Nighthawks_(film)";3029.0;;99.0;6.00826401E8;5940.0;5000000.0;2729504.0;1.9905359E7
"Circus (2000)";"http://dbpedia.org/resource/Circus_(2000_film)";3899.0;5/5/00 12:00 AM;;5.77521828E8;;;906737.0;
"Acid House, The (1998)";"http://dbpedia.org/resource/The_Acid_House_(film)";2765.0;;111.0;5.86326574E8;6660.0;;4941269.0;
"Way of the Gun, The (2000)";"http://dbpedia.org/resource/The_Way_of_the_Gun";3896.0;9/8/00 12:00 AM;119.0;6.05399768E8;7140.0;2.1E7;1503907.0;1.306974E7
"Thomas Crown Affair, The (1968)";"http://dbpedia.org/resource/The_Thomas_Crown_Affair_(1968_film)";2764.0;;102.0;6.03515859E8;6120.0;4300000.0;2367145.0;1.4E7
"Almost Famous (2000)";"http://dbpedia.org/resource/Almost_Famous";3897.0;;122.0;6.02138808E8;7320.0;6.0E7;431562.0;4.7383689E7
